ID,SEXENT,tuition_IO,race_ethn_desc_IPEDS,heg_f1,Major_F1,coll_f1,entering_fall,heg_s1,Major_S1,coll_s1,heg_f2,Major_F2,coll_f2,heg_s2,Major_S2,coll_s2,heg_f3,Major_F3,coll_f3,heg_s3,Major_S3,coll_s3,heg_f4,Major_F4,coll_f4,heg_s4,Major_S4,coll_s4,heg_f5,Major_F5,coll_f5,heg_s5,Major_S5,coll_s5,heg_f6,Major_F6,coll_f6,heg_s6,Major_S6,coll_s6,dgrterm,MAJOR_SF,SF,degree_major,degree_college,degree_year
2070,M,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,AHRM,AHRM_F3,LAHS_F3,AHRM,AHRM_S3,LAHS_S3,AHRM,AHRM_F4,LAHS_F4,AHRM,AHRM_S4,LAHS_S4,AHRM,AHRM_F5,LAHS_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,AHRM,07,2009
2071,M,I,White,US,US_F1,IC_F1,Fall 2005,HIST,HIST_S1,LAHS_S1,HIST,HIST_F2,LAHS_F2,HIST,HIST_S2,LAHS_S2,CHEM,CHEM_F3,SCI_F3,CHEM,CHEM_S3,SCI_S3,CHEM,CHEM_F4,SCI_F4,CHEM,CHEM_S4,SCI_S4,CHEM,CHEM_F5,SCI_F5,CHEM,CHEM_S5,SCI_S5,CHEM,CHEM_F6,SCI_F6,CHEM,CHEM_S6,SCI_S6,201101,,,CHEM,08,2011
2072,M,I,Not Reported,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,ME,ME_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ME,05,2009
2073,F,I,White,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,BUS,BUS_S2,BIZ_S2,FIN,FIN_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,FIN,03,2009
2074,F,I,White,IS,IS_F1,LAHS_F1,Fall 2005,IS,IS_S1,LAHS_S1,IS,IS_F2,LAHS_F2,IS,IS_S2,LAHS_S2,IS,IS_F3,LAHS_F3,IS,IS_S3,LAHS_S3,IS,IS_F4,LAHS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200809,GRAD_S4,_S4,IS,07,2008
2075,M,I,Not Reported,IS,IS_F1,LAHS_F1,Fall 2005,IS,IS_S1,LAHS_S1,GEOG,GEOG_F2,NRE_F2,GEOG,GEOG_S2,NRE_S2,GEOG,GEOG_F3,NRE_F3,GEOG,GEOG_S3,NRE_S3,,GRAD_F4,GRAD_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F4,_F4,GEOG,10,2008
2076,M,I,American Indian or Alaska Native,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,BUS,BUS_F3,BIZ_F3,HTM,HTM_S3,BIZ_S3,HTM,HTM_F4,BIZ_F4,HTM,HTM_S4,BIZ_S4,HTM,HTM_F5,BIZ_F5,HTM,HTM_S5,BIZ_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,HTM,03,2010
2077,M,O,Black or African American,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,CE,CE_F5,ENG_F5,CE,CE_S5,ENG_S5,CE,CE_F6,ENG_F6,CE,CE_S6,ENG_S6,201101,,,CE,05,2011
2078,M,I,Not Reported,BC,BC_F1,AUS_F1,Fall 2005,BC,BC_S1,AUS_S1,BC,BC_F2,AUS_F2,BC,BC_S2,AUS_S2,IDST,IDST_F3,LAHS_F3,IDST,IDST_S3,LAHS_S3,IDST,IDST_F4,LAHS_F4,IDST,IDST_S4,LAHS_S4,IDST,IDST_F5,LAHS_F5,IDST,IDST_S5,LAHS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,IDST,07,2010
2079,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,ISE,ISE_F3,ENG_F3,ISE,ISE_S3,ENG_S3,ISE,ISE_F4,ENG_F4,ISE,ISE_S4,ENG_S4,ISE,ISE_F5,ENG_F5,ISE,ISE_S5,ENG_S5,ISE,ISE_F6,ENG_F6,ISE,ISE_S6,ENG_S6,201101,,,ISE,05,2011
2080,F,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,CE,CE_F2,ENG_F2,CE,CE_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,ME,ME_F5,ENG_F5,ME,ME_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,ME,05,2010
2081,M,I,White,IDS,IDS_F1,AUS_F1,Fall 2005,IDS,IDS_S1,AUS_S1,IDS,IDS_F2,AUS_F2,IDS,IDS_S2,AUS_S2,IDS,IDS_F3,AUS_F3,IDS,IDS_S3,AUS_S3,IDS,IDS_F4,AUS_F4,IDS,IDS_S4,AUS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,IDS,02,2009
2082,M,O,Not Reported,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,US,US_F3,IC_F3,ACIS,ACIS_S3,BIZ_S3,ACIS,ACIS_F4,BIZ_F4,ACIS,ACIS_S4,BIZ_S4,ACIS,ACIS_F5,BIZ_F5,ACIS,ACIS_S5,BIZ_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,ACIS,03,2010
2083,M,I,Asian,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,IDST,IDST_F3,LAHS_F3,,NE_S3,NE_S3,MATH,MATH_F4,SCI_F4,MATH,MATH_S4,SCI_S4,MATH,MATH_F5,SCI_F5,MATH,MATH_S5,SCI_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201006,GRAD_F6,_F6,MATH,08,2010
2084,M,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,,NE_F2,NE_F2,US,US_S2,IC_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,US,US_F5,IC_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,US,US_S6,IC_S6,,,,,,
2085,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,CE,CE_F2,ENG_F2,CE,CE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,CE,CE_F5,ENG_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,CE,05,2009
2086,M,I,White,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,ACIS,ACIS_S2,BIZ_S2,ACIS,ACIS_F3,BIZ_F3,ACIS,ACIS_S3,BIZ_S3,ACIS,ACIS_F4,BIZ_F4,ACIS,ACIS_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ACIS,03,2009
2087,F,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,WSCI,WSCI_F2,NRE_F2,WSCI,WSCI_S2,NRE_S2,WSCI,WSCI_F3,NRE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
2088,M,O,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,US,US_F3,IC_F3,,NE_S3,NE_S3,US,US_F4,IC_F4,HTM,HTM_S4,BIZ_S4,HTM,HTM_F5,BIZ_F5,HTM,HTM_S5,BIZ_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201007,GRAD_F6,_F6,HTM,03,2010
2089,M,I,Black or African American,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,HTM,HTM_F3,BIZ_F3,HTM,HTM_S3,BIZ_S3,AAEC,AAEC_F4,ALS_F4,AAEC,AAEC_S4,ALS_S4,AAEC,AAEC_F5,ALS_F5,AAEC,AAEC_S5,ALS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,AAEC,01,2010
2090,M,O,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,MATH,MATH_F2,SCI_F2,MATH,MATH_S2,SCI_S2,MATH,MATH_F3,SCI_F3,MATH,MATH_S3,SCI_S3,,NE_F4,NE_F4,MATH,MATH_S4,SCI_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
2091,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,ACIS,ACIS_F3,BIZ_F3,ACIS,ACIS_S3,BIZ_S3,ACIS,ACIS_F4,BIZ_F4,ACIS,ACIS_S4,BIZ_S4,ACIS,ACIS_F5,BIZ_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,ACIS,03,2009
2092,F,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,MSE,MSE_F2,ENG_F2,MSE,MSE_S2,ENG_S2,MSE,MSE_F3,ENG_F3,MSE,MSE_S3,ENG_S3,MSE,MSE_F4,ENG_F4,MSE,MSE_S4,ENG_S4,MSE,MSE_F5,ENG_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,MSE,05,2009
2093,F,I,White,HNFE,HNFE_F1,ALS_F1,Fall 2005,HNFE,HNFE_S1,ALS_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,HNFE,HNFE_F5,ALS_F5,HNFE,HNFE_S5,ALS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,HNFE,01,2010
2094,M,O,Black or African American,US,US_F1,IC_F1,Fall 2005,PSYC,PSYC_S1,SCI_S1,,NE_F2,NE_F2,PSYC,PSYC_S2,SCI_S2,PSYC,PSYC_F3,SCI_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
2095,M,I,White,LFSC,LFSC_F1,ALS_F1,Fall 2005,HORT,HORT_S1,ALS_S1,HORT,HORT_F2,ALS_F2,HORT,HORT_S2,ALS_S2,HORT,HORT_F3,ALS_F3,HORT,HORT_S3,ALS_S3,HORT,HORT_F4,ALS_F4,HORT,HORT_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200907,GRAD_F5,_F5,HORT,01,2009
2096,M,O,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,CS,CS_F2,ENG_F2,CS,CS_S2,ENG_S2,CS,CS_F3,ENG_F3,CS,CS_S3,ENG_S3,CS,CS_F4,ENG_F4,CS,CS_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,CS,05,2009
2097,F,I,Hispanics of any race,BIOL,BIOL_F1,SCI_F1,Fall 2005,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BCHM,BCHM_S2,ALS_S2,BCHM,BCHM_F3,ALS_F3,BCHM,BCHM_S3,ALS_S3,BCHM,BCHM_F4,ALS_F4,BCHM,BCHM_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,BCHM,01,2009
2098,F,I,Asian,ITDS,ITDS_F1,AUS_F1,Fall 2005,ITDS,ITDS_S1,AUS_S1,ITDS,ITDS_F2,AUS_F2,ITDS,ITDS_S2,AUS_S2,ITDS,ITDS_F3,AUS_F3,ITDS,ITDS_S3,AUS_S3,ITDS,ITDS_F4,AUS_F4,ITDS,ITDS_S4,AUS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ITDS,02,2009
2099,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,AE,AE_F2,ENG_F2,AE,AE_S2,ENG_S2,AE,AE_F3,ENG_F3,AE,AE_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,ME,ME_F5,ENG_F5,ME,ME_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,ME,05,2010
2100,M,I,Not Reported,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,ESM,ESM_S2,ENG_S2,ESM,ESM_F3,ENG_F3,ESM,ESM_S3,ENG_S3,ESM,ESM_F4,ENG_F4,ESM,ESM_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ESM,05,2009
2101,M,I,White,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,BUS,BUS_S2,BIZ_S2,BUS,BUS_F3,BIZ_F3,,NE_S3,NE_S3,BUS,BUS_F4,BIZ_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,BUS,BUS_S5,BIZ_S5,,NE_F6,NE_F6,BUS,BUS_S6,BIZ_S6,201307,,,FIN,03,2013
2102,F,O,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,ENGL,ENGL_S2,LAHS_S2,ENGL,ENGL_F3,LAHS_F3,ENGL,ENGL_S3,LAHS_S3,ENGL,ENGL_F4,LAHS_F4,ENGL,ENGL_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ENGL,07,2009
2103,M,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,BC,BC_F2,AUS_F2,BC,BC_S2,AUS_S2,BC,BC_F3,AUS_F3,BC,BC_S3,AUS_S3,BC,BC_F4,AUS_F4,BC,BC_S4,AUS_S4,BC,BC_F5,AUS_F5,BC,BC_S5,AUS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,BC,02,2010
2104,M,O,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
2105,M,O,Not Reported,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,BC,BC_S2,AUS_S2,BC,BC_F3,AUS_F3,BC,BC_S3,AUS_S3,BC,BC_F4,AUS_F4,BC,BC_S4,AUS_S4,BC,BC_F5,AUS_F5,BC,BC_S5,AUS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,BC,02,2010
2106,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,EE,EE_F2,ENG_F2,EE,EE_S2,ENG_S2,EE,EE_F3,ENG_F3,EE,EE_S3,ENG_S3,EE,EE_F4,ENG_F4,,NE_S4,NE_S4,EE,EE_F5,ENG_F5,,NE_S5,NE_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,EE,05,2010
2107,F,I,White,HTM,HTM_F1,BIZ_F1,Fall 2005,HTM,HTM_S1,BIZ_S1,HTM,HTM_F2,BIZ_F2,AHRM,AHRM_S2,LAHS_S2,AHRM,AHRM_F3,LAHS_F3,AHRM,AHRM_S3,LAHS_S3,AHRM,AHRM_F4,LAHS_F4,AHRM,AHRM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,AHRM,07,2009
2108,M,O,White,HIST,HIST_F1,LAHS_F1,Fall 2005,HIST,HIST_S1,LAHS_S1,HIST,HIST_F2,LAHS_F2,HIST,HIST_S2,LAHS_S2,HIST,HIST_F3,LAHS_F3,HIST,HIST_S3,LAHS_S3,HIST,HIST_F4,LAHS_F4,HIST,HIST_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,HIST,07,2009
2109,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,,NE_F2,NE_F2,UST,UST_S2,IC_S2,UST,UST_F3,IC_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
2110,M,I,White,MATH,MATH_F1,SCI_F1,Fall 2005,MATH,MATH_S1,SCI_S1,MATH,MATH_F2,SCI_F2,MATH,MATH_S2,SCI_S2,,NE_F3,NE_F3,MATH,MATH_S3,SCI_S3,,NE_F4,NE_F4,MATH,MATH_S4,SCI_S4,MATH,MATH_F5,SCI_F5,MATH,MATH_S5,SCI_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,MATH,08,2010
2111,F,I,White,APSC,APSC_F1,ALS_F1,Fall 2005,APSC,APSC_S1,ALS_S1,APSC,APSC_F2,ALS_F2,APSC,APSC_S2,ALS_S2,APSC,APSC_F3,ALS_F3,APSC,APSC_S3,ALS_S3,APSC,APSC_F4,ALS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200809,GRAD_S4,_S4,APSC,01,2008
2112,M,O,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,ME,ME_F2,ENG_F2,ME,ME_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,ME,ME_F5,ENG_F5,ME,ME_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,ME,05,2010
2113,F,I,White,FIN,FIN_F1,BIZ_F1,Fall 2005,FIN,FIN_S1,BIZ_S1,MKTG,MKTG_F2,BIZ_F2,MKTG,MKTG_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MKTG,03,2009
2114,M,I,White,BIOC,BIOC_F1,SCI_F1,Fall 2005,BIOC,BIOC_S1,SCI_S1,BIOC,BIOC_F2,SCI_F2,BIOC,BIOC_S2,SCI_S2,BIOC,BIOC_F3,SCI_F3,BIOC,BIOC_S3,SCI_S3,BIOC,BIOC_F4,SCI_F4,BIOC,BIOC_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,BIOC,08,2009
2115,F,I,White,MKTG,MKTG_F1,BIZ_F1,Fall 2005,MKTG,MKTG_S1,BIZ_S1,MKTG,MKTG_F2,BIZ_F2,MKTG,MKTG_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MKTG,03,2009
2116,M,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,HTM,HTM_F3,BIZ_F3,HTM,HTM_S3,BIZ_S3,HTM,HTM_F4,BIZ_F4,HTM,HTM_S4,BIZ_S4,HTM,HTM_F5,BIZ_F5,HTM,HTM_S5,BIZ_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,200901,GRAD_F5,_F5,HTM,03,2009
2117,M,I,White,IS,IS_F1,LAHS_F1,Fall 2005,IS,IS_S1,LAHS_S1,IS,IS_F2,LAHS_F2,IS,IS_S2,LAHS_S2,IS,IS_F3,LAHS_F3,IS,IS_S3,LAHS_S3,IS,IS_F4,LAHS_F4,IS,IS_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,IS,07,2009
2118,M,I,Not Reported,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,CE,CE_F2,ENG_F2,CE,CE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,CE,05,2009
2119,F,I,White,COMM,COMM_F1,LAHS_F1,Fall 2005,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,COMM,COMM_S3,LAHS_S3,COMM,COMM_F4,LAHS_F4,COMM,COMM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,COMM,07,2009
2120,M,I,American Indian or Alaska Native,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
2121,F,I,White,ACIS,ACIS_F1,BIZ_F1,Fall 2005,ACIS,ACIS_S1,BIZ_S1,BIOL,BIOL_F2,SCI_F2,PSYC,PSYC_S2,SCI_S2,PSYC,PSYC_F3,SCI_F3,PSYC,PSYC_S3,SCI_S3,PSYC,PSYC_F4,SCI_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200809,GRAD_S4,_S4,PSYC,08,2008
2122,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,CPE,CPE_F2,ENG_F2,CPE,CPE_S2,ENG_S2,CPE,CPE_F3,ENG_F3,CPE,CPE_S3,ENG_S3,CPE,CPE_F4,ENG_F4,CPE,CPE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,CPE,05,2009
2123,M,I,Black or African American,BIOC,BIOC_F1,SCI_F1,Fall 2005,BIOC,BIOC_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,ENGL,ENGL_S2,LAHS_S2,ENGL,ENGL_F3,LAHS_F3,ENGL,ENGL_S3,LAHS_S3,ENGL,ENGL_F4,LAHS_F4,ENGL,ENGL_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ENGL,07,2009
2124,F,I,White,MKTG,MKTG_F1,BIZ_F1,Fall 2005,MKTG,MKTG_S1,BIZ_S1,MKTG,MKTG_F2,BIZ_F2,MKTG,MKTG_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MKTG,03,2009
2125,M,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,US,US_F3,IC_F3,US,US_S3,IC_S3,MATH,MATH_F4,SCI_F4,MATH,MATH_S4,SCI_S4,GE,GE_F5,ENG_F5,,NE_S5,NE_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,CS,05,2010
