ID,SEXENT,tuition_IO,race_ethn_desc_IPEDS,heg_f1,Major_F1,coll_f1,entering_fall,heg_s1,Major_S1,coll_s1,heg_f2,Major_F2,coll_f2,heg_s2,Major_S2,coll_s2,heg_f3,Major_F3,coll_f3,heg_s3,Major_S3,coll_s3,heg_f4,Major_F4,coll_f4,heg_s4,Major_S4,coll_s4,heg_f5,Major_F5,coll_f5,heg_s5,Major_S5,coll_s5,heg_f6,Major_F6,coll_f6,heg_s6,Major_S6,coll_s6,dgrterm,MAJOR_SF,SF,degree_major,degree_college,degree_year
633,M,I,White,ACIS,ACIS_F1,BIZ_F1,Fall 2005,ACIS,ACIS_S1,BIZ_S1,ACIS,ACIS_F2,BIZ_F2,ACIS,ACIS_S2,BIZ_S2,ACIS,ACIS_F3,BIZ_F3,ACIS,ACIS_S3,BIZ_S3,ACIS,ACIS_F4,BIZ_F4,ACIS,ACIS_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ACIS,03,2009
634,F,O,White,HNFE,HNFE_F1,ALS_F1,Fall 2005,HNFE,HNFE_S1,ALS_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,ECON,ECON_F3,BIZ_F3,ECON,ECON_S3,BIZ_S3,HTM,HTM_F4,BIZ_F4,IDST,IDST_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200907,GRAD_F5,_F5,IDST,07,2009
635,F,I,Black or African American,PSYC,PSYC_F1,SCI_F1,Fall 2005,PSYC,PSYC_S1,SCI_S1,PSYC,PSYC_F2,SCI_F2,AHRM,AHRM_S2,LAHS_S2,AHRM,AHRM_F3,LAHS_F3,AHRM,AHRM_S3,LAHS_S3,AHRM,AHRM_F4,LAHS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200809,GRAD_S4,_S4,AHRM,07,2008
636,F,I,White,HIST,HIST_F1,LAHS_F1,Fall 2005,HIST,HIST_S1,LAHS_S1,HIST,HIST_F2,LAHS_F2,HIST,HIST_S2,LAHS_S2,HIST,HIST_F3,LAHS_F3,HIST,HIST_S3,LAHS_S3,HIST,HIST_F4,LAHS_F4,HIST,HIST_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,HIST,07,2009
637,F,I,White,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,FIN,FIN_S2,BIZ_S2,FIN,FIN_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,FIN,03,2009
638,F,I,White,APSC,APSC_F1,ALS_F1,Fall 2005,APSC,APSC_S1,ALS_S1,APSC,APSC_F2,ALS_F2,APSC,APSC_S2,ALS_S2,APSC,APSC_F3,ALS_F3,APSC,APSC_S3,ALS_S3,APSC,APSC_F4,ALS_F4,APSC,APSC_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,APSC,01,2009
639,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,,NE_S1,NE_S1,,NE_F2,NE_F2,GEOG,GEOG_S2,NRE_S2,GEOG,GEOG_F3,NRE_F3,GEOG,GEOG_S3,NRE_S3,GEOG,GEOG_F4,NRE_F4,GEOG,GEOG_S4,NRE_S4,GEOG,GEOG_F5,NRE_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,GEOG,10,2009
640,M,O,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,ME,ME_F2,ENG_F2,ME,ME_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ME,05,2009
641,M,I,White,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,MKTG,MKTG_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MKTG,03,2009
642,M,O,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,MINE,MINE_F2,ENG_F2,MINE,MINE_S2,ENG_S2,MINE,MINE_F3,ENG_F3,MINE,MINE_S3,ENG_S3,MINE,MINE_F4,ENG_F4,MINE,MINE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MINE,05,2009
643,M,O,White,MKTG,MKTG_F1,BIZ_F1,Fall 2005,MKTG,MKTG_S1,BIZ_S1,MKTG,MKTG_F2,BIZ_F2,MKTG,MKTG_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,MKTG,MKTG_F5,BIZ_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,MKTG,03,2009
644,M,I,White,ENGL,ENGL_F1,LAHS_F1,Fall 2005,ENGL,ENGL_S1,LAHS_S1,ENGL,ENGL_F2,LAHS_F2,,NE_S2,NE_S2,ENGL,ENGL_F3,LAHS_F3,ENGL,ENGL_S3,LAHS_S3,ENGL,ENGL_F4,LAHS_F4,ENGL,ENGL_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ENGL,07,2009
645,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,CE,CE_F2,ENG_F2,CE,CE_S2,ENG_S2,CE,CE_F3,ENG_F3,,NE_S3,NE_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,CE,CE_F5,ENG_F5,CE,CE_S5,ENG_S5,,NE_F6,NE_F6,CE,CE_S6,ENG_S6,,,,,,
646,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,BSE,BSE_F2,ENG_F2,BSE,BSE_S2,ENG_S2,BSE,BSE_F3,ENG_F3,BSE,BSE_S3,ENG_S3,BSE,BSE_F4,ENG_F4,BSE,BSE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,BSE,05,2009
647,F,O,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,GEOG,GEOG_S2,NRE_S2,GEOG,GEOG_F3,NRE_F3,GEOG,GEOG_S3,NRE_S3,GEOG,GEOG_F4,NRE_F4,GEOG,GEOG_S4,NRE_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,GEOG,10,2009
648,F,O,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,MINE,MINE_F2,ENG_F2,MINE,MINE_S2,ENG_S2,MINE,MINE_F3,ENG_F3,MINE,MINE_S3,ENG_S3,MINE,MINE_F4,ENG_F4,MINE,MINE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MINE,05,2009
649,F,I,Black or African American,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,EE,EE_F2,ENG_F2,EE,EE_S2,ENG_S2,EE,EE_F3,ENG_F3,EE,EE_S3,ENG_S3,EE,EE_F4,ENG_F4,EE,EE_S4,ENG_S4,EE,EE_F5,ENG_F5,EE,EE_S5,ENG_S5,EE,EE_F6,ENG_F6,,GRAD_S6,GRAD_S6,201009,GRAD_S6,_S6,EE,05,2010
650,F,I,White,APSC,APSC_F1,ALS_F1,Fall 2005,APSC,APSC_S1,ALS_S1,APSC,APSC_F2,ALS_F2,APSC,APSC_S2,ALS_S2,AGSC,AGSC_F3,ALS_F3,AGSC,AGSC_S3,ALS_S3,AGSC,AGSC_F4,ALS_F4,AGSC,AGSC_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,AGSC,01,2009
651,F,I,White,HNFE,HNFE_F1,ALS_F1,Fall 2005,HNFE,HNFE_S1,ALS_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,COMM,COMM_F3,LAHS_F3,COMM,COMM_S3,LAHS_S3,COMM,COMM_F4,LAHS_F4,COMM,COMM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,COMM,07,2009
652,M,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,IS,IS_S2,LAHS_S2,IS,IS_F3,LAHS_F3,,NE_S3,NE_S3,IS,IS_F4,LAHS_F4,IS,IS_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,IS,07,2009
653,F,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,MGT,MGT_F2,BIZ_F2,MGT,MGT_S2,BIZ_S2,MGT,MGT_F3,BIZ_F3,MGT,MGT_S3,BIZ_S3,MGT,MGT_F4,BIZ_F4,MGT,MGT_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MGT,03,2009
654,F,I,White,BIOL,BIOL_F1,SCI_F1,Fall 2005,BIOL,BIOL_S1,SCI_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,HNFE,HNFE_S6,ALS_S6,200809,GRAD_S4,_S4,HNFE,01,2008
655,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,CE,CE_F2,ENG_F2,CE,CE_S2,ENG_S2,FIN,FIN_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,FIN,03,2009
656,F,I,White,BIOL,BIOL_F1,SCI_F1,Fall 2005,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,HTM,HTM_F3,BIZ_F3,HTM,HTM_S3,BIZ_S3,HTM,HTM_F4,BIZ_F4,HTM,HTM_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,HTM,03,2009
657,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,ISE,ISE_F2,ENG_F2,ISE,ISE_S2,ENG_S2,ISE,ISE_F3,ENG_F3,ISE,ISE_S3,ENG_S3,ISE,ISE_F4,ENG_F4,ISE,ISE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ISE,05,2009
658,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,BSE,BSE_F2,ENG_F2,BSE,BSE_S2,ENG_S2,BSE,BSE_F3,ENG_F3,BSE,BSE_S3,ENG_S3,BSE,BSE_F4,ENG_F4,BSE,BSE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,BSE,05,2009
659,M,I,White,MATH,MATH_F1,SCI_F1,Fall 2005,MATH,MATH_S1,SCI_S1,MATH,MATH_F2,SCI_F2,MATH,MATH_S2,SCI_S2,MATH,MATH_F3,SCI_F3,MATH,MATH_S3,SCI_S3,MATH,MATH_F4,SCI_F4,MATH,MATH_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MATH,08,2009
660,F,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200906,GRAD_F5,_F5,HNFE,01,2009
661,F,I,Not Reported,FIN,FIN_F1,BIZ_F1,Fall 2005,FIN,FIN_S1,BIZ_S1,FIN,FIN_F2,BIZ_F2,FIN,FIN_S2,BIZ_S2,FIN,FIN_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MKTG,03,2009
662,F,I,White,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,BUS,BUS_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MKTG,03,2009
663,F,I,Not Reported,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,EPP,EPP_F3,AUS_F3,EPP,EPP_S3,AUS_S3,EPP,EPP_F4,AUS_F4,EPP,EPP_S4,AUS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,EPP,02,2009
664,F,I,Not Reported,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,PSCI,PSCI_F2,LAHS_F2,PSCI,PSCI_S2,LAHS_S2,PSCI,PSCI_F3,LAHS_F3,PSCI,PSCI_S3,LAHS_S3,PSCI,PSCI_F4,LAHS_F4,PSCI,PSCI_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,PSCI,07,2009
665,F,I,White,HIST,HIST_F1,LAHS_F1,Fall 2005,,NE_S1,NE_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
666,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,ME,ME_F2,ENG_F2,ME,ME_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ME,05,2009
667,M,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,HTM,HTM_S2,BIZ_S2,SOC,SOC_F3,LAHS_F3,SOC,SOC_S3,LAHS_S3,SOC,SOC_F4,LAHS_F4,,NE_S4,NE_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,SOC,07,2009
668,F,I,White,COMM,COMM_F1,LAHS_F1,Fall 2005,COMM,COMM_S1,LAHS_S1,PUA,PUA_F2,AUS_F2,PUA,PUA_S2,AUS_S2,PUA,PUA_F3,AUS_F3,PUA,PUA_S3,AUS_S3,PUA,PUA_F4,AUS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200809,GRAD_S4,_S4,PUA,02,2008
669,F,I,White,BIOL,BIOL_F1,SCI_F1,Fall 2005,HNFE,HNFE_S1,ALS_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
670,F,O,White,HNFE,HNFE_F1,ALS_F1,Fall 2005,HNFE,HNFE_S1,ALS_S1,PSYC,PSYC_F2,SCI_F2,PSYC,PSYC_S2,SCI_S2,PSYC,PSYC_F3,SCI_F3,PSYC,PSYC_S3,SCI_S3,PSYC,PSYC_F4,SCI_F4,PSYC,PSYC_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,PSYC,08,2009
671,F,O,White,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,MKTG,MKTG_F2,BIZ_F2,MKTG,MKTG_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,,NE_S3,NE_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,MKTG,MKTG_F5,BIZ_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,MKTG,03,2009
672,F,I,Not Reported,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,MINE,MINE_F2,ENG_F2,MINE,MINE_S2,ENG_S2,MINE,MINE_F3,ENG_F3,,NE_S3,NE_S3,MINE,MINE_F4,ENG_F4,MINE,MINE_S4,ENG_S4,MINE,MINE_F5,ENG_F5,MINE,MINE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,MINE,05,2010
673,M,I,Not Reported,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,PSCI,PSCI_F2,LAHS_F2,PSCI,PSCI_S2,LAHS_S2,PSCI,PSCI_F3,LAHS_F3,,NE_S3,NE_S3,PSCI,PSCI_F4,LAHS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200809,GRAD_S4,_S4,PSCI,07,2008
674,F,I,White,PSCI,PSCI_F1,LAHS_F1,Fall 2005,PSCI,PSCI_S1,LAHS_S1,PSCI,PSCI_F2,LAHS_F2,PSCI,PSCI_S2,LAHS_S2,LAHS,LAHS_F3,LAHS_F3,AHRM,AHRM_S3,LAHS_S3,AHRM,AHRM_F4,LAHS_F4,AHRM,AHRM_S4,LAHS_S4,,NE_F5,NE_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,AHRM,07,2009
675,F,I,Asian,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,CPE,CPE_F2,ENG_F2,CPE,CPE_S2,ENG_S2,CPE,CPE_F3,ENG_F3,CS,CS_S3,ENG_S3,CS,CS_F4,ENG_F4,CS,CS_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,CS,05,2009
676,M,I,Not Reported,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,AE,AE_F3,ENG_F3,,NE_S3,NE_S3,AE,AE_F4,ENG_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,AE,AE_S5,ENG_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
677,F,I,White,APSC,APSC_F1,ALS_F1,Fall 2005,APSC,APSC_S1,ALS_S1,APSC,APSC_F2,ALS_F2,APSC,APSC_S2,ALS_S2,APSC,APSC_F3,ALS_F3,APSC,APSC_S3,ALS_S3,APSC,APSC_F4,ALS_F4,APSC,APSC_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,APSC,01,2009
678,M,O,White,ARCH,ARCH_F1,AUS_F1,Fall 2005,ARCH,ARCH_S1,AUS_S1,ARCH,ARCH_F2,AUS_F2,ARCH,ARCH_S2,AUS_S2,ARCH,ARCH_F3,AUS_F3,ARCH,ARCH_S3,AUS_S3,ARCH,ARCH_F4,AUS_F4,ARCH,ARCH_S4,AUS_S4,ARCH,ARCH_F5,AUS_F5,ARCH,ARCH_S5,AUS_S5,,NE_F6,NE_F6,ARCH,ARCH_S6,AUS_S6,201101,,,ARCH,02,2011
679,F,I,White,ACIS,ACIS_F1,BIZ_F1,Fall 2005,ACIS,ACIS_S1,BIZ_S1,ACIS,ACIS_F2,BIZ_F2,ACIS,ACIS_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MKTG,03,2009
680,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,CE,CE_F2,ENG_F2,CE,CE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,CE,05,2009
681,M,O,Not Reported,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,CPE,CPE_F2,ENG_F2,CPE,CPE_S2,ENG_S2,CPE,CPE_F3,ENG_F3,CPE,CPE_S3,ENG_S3,CPE,CPE_F4,ENG_F4,CPE,CPE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,CPE,05,2009
682,F,O,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,IS,IS_F3,LAHS_F3,IS,IS_S3,LAHS_S3,IS,IS_F4,LAHS_F4,IS,IS_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,IS,07,2009
683,M,O,Hispanics of any race,PSCI,PSCI_F1,LAHS_F1,Fall 2005,PSCI,PSCI_S1,LAHS_S1,PSCI,PSCI_F2,LAHS_F2,PSCI,PSCI_S2,LAHS_S2,PSCI,PSCI_F3,LAHS_F3,PSCI,PSCI_S3,LAHS_S3,PSCI,PSCI_F4,LAHS_F4,PSCI,PSCI_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,PSCI,07,2009
684,M,O,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,EE,EE_F2,ENG_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
685,M,O,Nonresident Alien,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,IDS,IDS_S2,AUS_S2,IDS,IDS_F3,AUS_F3,IDS,IDS_S3,AUS_S3,IDS,IDS_F4,AUS_F4,IDS,IDS_S4,AUS_S4,IDS,IDS_F5,AUS_F5,IDS,IDS_S5,AUS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201006,GRAD_F6,_F6,IDS,02,2010
686,M,O,White,MKTG,MKTG_F1,BIZ_F1,Fall 2005,MKTG,MKTG_S1,BIZ_S1,MKTG,MKTG_F2,BIZ_F2,MKTG,MKTG_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MKTG,03,2009
687,F,I,White,PSCI,PSCI_F1,LAHS_F1,Fall 2005,PSCI,PSCI_S1,LAHS_S1,PSCI,PSCI_F2,LAHS_F2,PSCI,PSCI_S2,LAHS_S2,PSCI,PSCI_F3,LAHS_F3,PSCI,PSCI_S3,LAHS_S3,PSCI,PSCI_F4,LAHS_F4,PSCI,PSCI_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,PSCI,07,2009
