"ID","SEXENT","tuition_IO","race_ethn_desc_IPEDS","Major_F1","coll_f1","entering_fall","Major_S1","coll_s1","Major_F2","coll_f2","Major_S2","coll_s2","Major_F3","coll_f3","Major_S3","coll_s3","Major_F4","coll_f4","Major_S4","coll_s4","Major_F5","coll_f5","Major_S5","coll_s5","Major_F6","coll_f6","Major_S6","coll_s6","dgrterm","grad_year","SF"
"2518","F","I","Black or African American","ECON_F1","BIZ_F1","Fall 2001","ECON_S1","BIZ_S1","ECON_F2","BIZ_F2","ECON_S2","BIZ_S2","ECON_F3","BIZ_F3","ECON_S3","BIZ_S3","AHRM_F4","LAHS_F4","AHRM_S4","LAHS_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","GRAD_S6","GRAD_S6","200701","GRAD_S6","S6"
"2519","F","I","Asian","PSCI_F1","SCI_F1","Fall 2001","PSCI_S1","SCI_S1","PSCI_F2","SCI_F2","PSCI_S2","SCI_S2","PSCI_F3","LAHS_F3","PSCI_S3","LAHS_S3","PSCI_F4","LAHS_F4","PSCI_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2520","F","I","White","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","BIOL_F2","SCI_F2","PSYC_S2","SCI_S2","PSYC_F3","SCI_F3","PSYC_S3","SCI_S3","PSYC_F4","SCI_F4","PSYC_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2521","F","I","White","COMM_F1","SCI_F1","Fall 2001","COMM_S1","SCI_S1","COMM_F2","LAHS_F2","COMM_S2","LAHS_S2","COMM_F3","LAHS_F3","COMM_S3","LAHS_S3","COMM_F4","LAHS_F4","COMM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2522","F","I","White","PSCI_F1","SCI_F1","Fall 2001","PSCI_S1","SCI_S1","PSCI_F2","SCI_F2","PSCI_S2","SCI_S2","PSCI_F3","LAHS_F3","PSCI_S3","LAHS_S3","GRAD_F4","GRAD_F4","GRAD_S4","GRAD_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200407","GRAD_F4","F4"
"2523","F","I","Asian","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","ISE_S2","ENG_S2","ISE_F3","ENG_F3","ISE_S3","ENG_S3","ISE_F4","ENG_F4","ISE_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2524","F","I","Not Reported","ART_F1","SCI_F1","Fall 2001","ART_S1","SCI_S1","ART_F2","AUS_F2","ART_S2","AUS_S2","ART_F3","AUS_F3","ARTF_S3","AUS_S3","ARTF_F4","AUS_F4","ARTF_S4","AUS_S4","ARTF_F5","AUS_F5","ARTF_S5","AUS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"2525","M","I","Black or African American","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","ART_F2","AUS_F2","ART_S2","AUS_S2","ART_F3","AUS_F3","ART_S3","AUS_S3","ART_F4","AUS_F4","ART_S4","AUS_S4","ART_F5","AUS_F5","ART_S5","AUS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"2526","F","I","Not Reported","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","ARCH_F2","AUS_F2","ARCH_S2","AUS_S2","ARCH_F3","AUS_F3","ARCH_S3","AUS_S3","ARCH_F4","AUS_F4","ARCH_S4","AUS_S4","ARCH_F5","AUS_F5","ARCH_S5","AUS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"2527","F","I","White","US_F1","IC_F1","Fall 2001","PSYC_S1","SCI_S1","NE_F2","NE_F2","PSYC_S2","SCI_S2","PSYC_F3","SCI_F3","PSYC_S3","SCI_S3","PSYC_F4","SCI_F4","PSYC_S4","SCI_S4","PSYC_F5","SCI_F5","PSYC_S5","SCI_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"2528","F","I","Asian","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","NE_F2","NE_F2","US_S2","IC_S2","US_F3","IC_F3","US_S3","IC_S3","US_F4","IC_F4","PSYC_S4","SCI_S4","PSYC_F5","SCI_F5","PSYC_S5","SCI_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"2529","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","BIOL_F2","SCI_F2","BIOL_S2","SCI_S2","BIOL_F3","SCI_F3","BIOL_S3","SCI_S3","BIOL_F4","SCI_F4","BIOL_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2530","F","I","Black or African American","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","BIOL_F2","SCI_F2","BIOL_S2","SCI_S2","BIOL_F3","SCI_F3","BIOL_S3","SCI_S3","BIOL_F4","SCI_F4","BIOL_S4","SCI_S4","BIOL_F5","SCI_F5","BIOL_S5","SCI_S5","NE_F6","NE_F6","GRAD_S6","GRAD_S6","200609","GRAD_S6","S6"
"2531","M","I","White","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","CS_F2","SCI_F2","CS_S2","SCI_S2","CS_F3","ENG_F3","CS_S3","ENG_S3","CS_F4","ENG_F4","CS_S4","ENG_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2532","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","NE_F2","NE_F2","US_S2","IC_S2","CSES_F3","ALS_F3","BIOL_S3","SCI_S3","BIOL_F4","SCI_F4","BIOL_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2533","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","NE_F2","NE_F2","US_S2","IC_S2","HNFE_F3","ALS_F3","HNFE_S3","ALS_S3","HNFE_F4","ALS_F4","HNFE_S4","ALS_S4","HNFE_F5","ALS_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"2534","M","I","White","PSCI_F1","SCI_F1","Fall 2001","PSCI_S1","SCI_S1","PSCI_F2","SCI_F2","PSCI_S2","SCI_S2","PSCI_F3","LAHS_F3","PSCI_S3","LAHS_S3","PSCI_F4","LAHS_F4","PSCI_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2535","F","I","White","COMM_F1","SCI_F1","Fall 2001","COMM_S1","SCI_S1","COMM_F2","LAHS_F2","COMM_S2","LAHS_S2","COMM_F3","LAHS_F3","COMM_S3","LAHS_S3","COMM_F4","LAHS_F4","COMM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2536","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","ARCH_F2","AUS_F2","ARCH_S2","AUS_S2","ARCH_F3","AUS_F3","ARCH_S3","AUS_S3","ARCH_F4","AUS_F4","ARCH_S4","AUS_S4","ARCH_F5","AUS_F5","ARCH_S5","AUS_S5","ARCH_F6","AUS_F6","GRAD_S6","GRAD_S6","200701","GRAD_S6","S6"
"2537","F","I","White","BUS_F1","BIZ_F1","Fall 2001","BUS_S1","BIZ_S1","BUS_F2","BIZ_F2","BUS_S2","BIZ_S2","MGT_F3","BIZ_F3","MGT_S3","BIZ_S3","MGT_F4","BIZ_F4","MGT_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2538","F","I","White","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","BIOL_F2","SCI_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","BIOL_F5","SCI_F5","BIOL_S5","SCI_S5","BIOL_F6","SCI_F6","NE_S6","NE_S6",,,
"2539","F","I","White","TA_F1","SCI_F1","Fall 2001","TA_S1","SCI_S1","NE_F2","NE_F2","TA_S2","SCI_S2","NE_F3","NE_F3","NE_S3","NE_S3","TA_F4","LAHS_F4","TA_S4","LAHS_S4","TA_F5","LAHS_F5","TA_S5","LAHS_S5","TA_F6","LAHS_F6","GRAD_S6","GRAD_S6","200701","GRAD_S6","S6"
"2540","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","NE_F2","NE_F2","GE_S2","ENG_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2541","M","I","White","BCHM_F1","ALS_F1","Fall 2001","BCHM_S1","ALS_S1","BCHM_F2","ALS_F2","BCHM_S2","ALS_S2","CSES_F3","ALS_F3","CSES_S3","ALS_S3","CSES_F4","ALS_F4","CSES_S4","ALS_S4","CSES_F5","ALS_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"2542","F","O","White","MKTG_F1","BIZ_F1","Fall 2001","MKTG_S1","BIZ_S1","MKTG_F2","BIZ_F2","FIN_S2","BIZ_S2","FIN_F3","BIZ_F3","MGT_S3","BIZ_S3","MGT_F4","BIZ_F4","MGT_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2543","M","O","White","PHYS_F1","SCI_F1","Fall 2001","PHYS_S1","SCI_S1","NE_F2","NE_F2","NE_S2","NE_S2","ME_F3","ENG_F3","ME_S3","ENG_S3","ME_F4","ENG_F4","ME_S4","ENG_S4","ME_F5","ENG_F5","ME_S5","ENG_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"2544","F","O","Asian","HIDM_F1","LAHS_F1","Fall 2001","HIDM_S1","LAHS_S1","HIDM_F2","LAHS_F2","PUA_S2","AUS_S2","PUA_F3","AUS_F3","PUA_S3","AUS_S3","PUA_F4","AUS_F4","PUA_S4","AUS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2545","F","O","Black or African American","PSYC_F1","SCI_F1","Fall 2001","PSYC_S1","SCI_S1","NE_F2","NE_F2","PSYC_S2","SCI_S2","NE_F3","NE_F3","NE_S3","NE_S3","PSYC_F4","SCI_F4","PSYC_S4","SCI_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2546","M","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","EE_F2","ENG_F2","EE_S2","ENG_S2","EE_F3","ENG_F3","EE_S3","ENG_S3","EE_F4","ENG_F4","EE_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2547","M","O","White","GE_F1","ENG_F1","Fall 2001","NE_S1","NE_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","GE_F4","ENG_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2548","M","O","Asian","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","GE_F2","ENG_F2","GE_S2","ENG_S2","ME_F3","ENG_F3","ME_S3","ENG_S3","ME_F4","ENG_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2549","M","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","NE_F2","NE_F2","GE_S2","ENG_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2550","F","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","MATH_F2","SCI_F2","MATH_S2","SCI_S2","MATH_F3","SCI_F3","MATH_S3","SCI_S3","MATH_F4","SCI_F4","MATH_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2551","M","O","White","PSCI_F1","SCI_F1","Fall 2001","PSCI_S1","SCI_S1","PSCI_F2","SCI_F2","PSCI_S2","SCI_S2","PSCI_F3","LAHS_F3","PSCI_S3","LAHS_S3","PSCI_F4","LAHS_F4","PSCI_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2552","M","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","AE_F2","ENG_F2","AE_S2","ENG_S2","AE_F3","ENG_F3","AE_S3","ENG_S3","AE_F4","ENG_F4","AE_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2553","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","PHED_F2","LAHS_F2","SOC_S2","SCI_S2","SOC_F3","LAHS_F3","PSYC_S3","SCI_S3","PSYC_F4","SCI_F4","PSYC_S4","SCI_S4","PSYC_F5","SCI_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"2554","F","I","White","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","BIOL_F2","SCI_F2","BIOL_S2","SCI_S2","BIOL_F3","SCI_F3","BIOL_S3","SCI_S3","GRAD_F4","GRAD_F4","GRAD_S4","GRAD_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200401","GRAD_F4","F4"
"2555","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","GE_S2","ENG_S2","CPE_F3","ENG_F3","CPE_S3","ENG_S3","CPE_F4","ENG_F4","CPE_S4","ENG_S4","CPE_F5","ENG_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"2556","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","ACIS_S2","BIZ_S2","ACIS_F3","BIZ_F3","ACIS_S3","BIZ_S3","ACIS_F4","BIZ_F4","ACIS_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2557","M","O","Nonresident Alien","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","GE_F2","ENG_F2","CPE_S2","ENG_S2","CPE_F3","ENG_F3","CPE_S3","ENG_S3","CPE_F4","ENG_F4","CPE_S4","ENG_S4","CPE_F5","ENG_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"2558","F","O","Black or African American","WSCI_F1","NRE_F1","Fall 2001","WSCI_S1","NRE_S1","WSCI_F2","NRE_F2","WSCI_S2","NRE_S2","NE_F3","NE_F3","WSCI_S3","NRE_S3","GRAD_F4","GRAD_F4","GRAD_S4","GRAD_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200401","GRAD_F4","F4"
"2559","F","O","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","PSYC_F2","SCI_F2","PSYC_S2","SCI_S2","PSYC_F3","SCI_F3","PSYC_S3","SCI_S3","PSYC_F4","SCI_F4","PSYC_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2560","F","O","Black or African American","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","ISE_F2","ENG_F2","ISE_S2","ENG_S2","ISE_F3","ENG_F3","ISE_S3","ENG_S3","ISE_F4","ENG_F4","ISE_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200506","GRAD_F5","F5"
"2561","M","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","CPE_F2","ENG_F2","CPE_S2","ENG_S2","CPE_F3","ENG_F3","CPE_S3","ENG_S3","CPE_F4","ENG_F4","CPE_S4","ENG_S4","CPE_F5","ENG_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"2562","M","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","AE_F2","ENG_F2","AE_S2","ENG_S2","AE_F3","ENG_F3","AE_S3","ENG_S3","AE_F4","ENG_F4","AE_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2563","M","O","White","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","CS_F2","SCI_F2","CS_S2","SCI_S2","CS_F3","ENG_F3","PSYC_S3","SCI_S3","PSYC_F4","SCI_F4","PSYC_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2564","M","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","ME_F2","ENG_F2","ME_S2","ENG_S2","ME_F3","ENG_F3","NE_S3","NE_S3","ME_F4","ENG_F4","NE_S4","NE_S4","ME_F5","ENG_F5","ME_S5","ENG_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"2565","M","O","White","CS_F1","SCI_F1","Fall 2001","NE_S1","NE_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2566","M","O","White","ACIS_F1","BIZ_F1","Fall 2001","ACIS_S1","BIZ_S1","ACIS_F2","BIZ_F2","ACIS_S2","BIZ_S2","ACIS_F3","BIZ_F3","ACIS_S3","BIZ_S3","ACIS_F4","BIZ_F4","ACIS_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2567","F","O","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","PSYC_F3","SCI_F3","PSYC_S3","SCI_S3","PSYC_F4","SCI_F4","PSYC_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2568","M","O","White","ARCH_F1","AUS_F1","Fall 2001","IDS_S1","AUS_S1","IDS_F2","AUS_F2","IDS_S2","AUS_S2","IDS_F3","AUS_F3","IDS_S3","AUS_S3","IDS_F4","AUS_F4","IDS_S4","AUS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2569","M","O","White","PSCI_F1","SCI_F1","Fall 2001","PSCI_S1","SCI_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2570","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","ME_F2","ENG_F2","ME_S2","ENG_S2","ME_F3","ENG_F3","NE_S3","NE_S3","NE_F4","NE_F4","ME_S4","ENG_S4","MGT_F5","BIZ_F5","MGT_S5","BIZ_S5","MGT_F6","BIZ_F6","GRAD_S6","GRAD_S6","200609","GRAD_S6","S6"
"2571","M","I","White","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","BIOL_F2","SCI_F2","BIOL_S2","SCI_S2","BIOL_F3","SCI_F3","BIOL_S3","SCI_S3","BIOL_F4","SCI_F4","BIOL_S4","SCI_S4","BIOL_F5","SCI_F5","BIOL_S5","SCI_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"2572","F","I","White","COMM_F1","SCI_F1","Fall 2001","COMM_S1","SCI_S1","COMM_F2","LAHS_F2","COMM_S2","LAHS_S2","COMM_F3","LAHS_F3","COMM_S3","LAHS_S3","COMM_F4","LAHS_F4","COMM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2573","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","ME_F2","ENG_F2","ME_S2","ENG_S2","ME_F3","ENG_F3","ME_S3","ENG_S3","ME_F4","ENG_F4","ME_S4","ENG_S4","ME_F5","ENG_F5","ME_S5","ENG_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"2574","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","HTM_F2","BIZ_F2","HTM_S2","BIZ_S2","HTM_F3","BIZ_F3","HTM_S3","BIZ_S3","HTM_F4","BIZ_F4","HTM_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2575","F","I","White","LAR_F1","AUS_F1","Fall 2001","CT_S1","LAHS_S1","CT_F2","LAHS_F2","CT_S2","LAHS_S2","CT_F3","LAHS_F3","AHRM_S3","LAHS_S3","AHRM_F4","LAHS_F4","AHRM_S4","LAHS_S4","MKTG_F5","BIZ_F5","MKTG_S5","BIZ_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"2576","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","PSYC_F2","SCI_F2","PSYC_S2","SCI_S2","PSYC_F3","SCI_F3","PSYC_S3","SCI_S3","PSYC_F4","SCI_F4","PSYC_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2577","F","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","GE_F2","ENG_F2","GE_S2","ENG_S2","BIOL_F3","SCI_F3","BIOL_S3","SCI_S3","BIOL_F4","SCI_F4","BIOL_S4","SCI_S4","BIOL_F5","SCI_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"2578","F","I","White","TA_F1","SCI_F1","Fall 2001","TA_S1","SCI_S1","TA_F2","SCI_F2","TA_S2","SCI_S2","TA_F3","LAHS_F3","TA_S3","LAHS_S3","TA_F4","LAHS_F4","GRAD_S4","GRAD_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200409","GRAD_S4","S4"
"2579","M","I","White","ARCH_F1","AUS_F1","Fall 2001","NE_S1","NE_S1","ARCH_F2","AUS_F2","ARCH_S2","AUS_S2","ARCH_F3","AUS_F3","ARCH_S3","AUS_S3","HIST_F4","LAHS_F4","HIST_S4","LAHS_S4","HIST_F5","LAHS_F5","HIST_S5","LAHS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200607","GRAD_F6","F6"
"2580","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","MGT_S2","BIZ_S2","FIN_F3","BIZ_F3","ACIS_S3","BIZ_S3","NE_F4","NE_F4","ACIS_S4","BIZ_S4","ACIS_F5","BIZ_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"2581","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","NE_F3","NE_F3","US_S3","IC_S3","PSYC_F4","SCI_F4","PSYC_S4","SCI_S4","PSYC_F5","SCI_F5","PSYC_S5","SCI_S5","NE_F6","NE_F6","GRAD_S6","GRAD_S6","200701","GRAD_S6","S6"
"2582","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","PSCI_F2","SCI_F2","PSCI_S2","SCI_S2","PSCI_F3","LAHS_F3","PSCI_S3","LAHS_S3","PSCI_F4","LAHS_F4","PSCI_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2583","F","I","Asian","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","NE_F2","NE_F2","MSE_S2","ENG_S2","MSE_F3","ENG_F3","NE_S3","NE_S3","MSE_F4","ENG_F4","MSE_S4","ENG_S4","MSE_F5","ENG_F5","MSE_S5","ENG_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"2584","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","EE_F2","ENG_F2","EE_S2","ENG_S2","EE_F3","ENG_F3","EE_S3","ENG_S3","EE_F4","ENG_F4","EE_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2585","M","I","White","COMM_F1","SCI_F1","Fall 2001","COMM_S1","SCI_S1","COMM_F2","LAHS_F2","COMM_S2","LAHS_S2","COMM_F3","LAHS_F3","COMM_S3","LAHS_S3","COMM_F4","LAHS_F4","COMM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
