ID,SEXENT,tuition_IO,race_ethn_desc_IPEDS,Field4,heg_f1,Major_F1,coll_f1,entering_fall,heg_s1,Major_S1,coll_s1,heg_f2,Major_F2,coll_f2,heg_s2,Major_S2,coll_s2,heg_f3,Major_F3,coll_f3,heg_s3,Major_S3,coll_s3,heg_f4,Major_F4,coll_f4,heg_s4,Major_S4,coll_s4,heg_f5,Major_F5,coll_f5,heg_s5,Major_S5,coll_s5,heg_f6,Major_F6,coll_f6,heg_s6,Major_S6,coll_s6,dgrterm,Major_SF,SF,degree_major,degree_college,degree_year
3395,F,O,White,,MKTG,MKTG_F1,BIZ_F1,Fall 2004,HD,HD_S1,LAHS_S1,HD,HD_F2,LAHS_F2,HD,HD_S2,LAHS_S2,HD,HD_F3,LAHS_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3396,M,O,Not Reported,,GE,GE_F1,ENG_F1,Fall 2004,GE,GE_S1,ENG_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3397,F,I,White,,CSES,CSES_F1,ALS_F1,Fall 2004,ENGL,ENGL_S1,LAHS_S1,ENGL,ENGL_F2,LAHS_F2,ENGL,ENGL_S2,LAHS_S2,ENGL,ENGL_F3,LAHS_F3,ENGL,ENGL_S3,LAHS_S3,ENGL,ENGL_F4,LAHS_F4,ENGL,ENGL_S4,LAHS_S4,ENGL,ENGL_F5,LAHS_F5,ENGL,ENGL_S5,LAHS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F6,_F6,ENGL,07,2009
3398,F,I,White,,APSC,APSC_F1,ALS_F1,Fall 2004,APSC,APSC_S1,ALS_S1,APSC,APSC_F2,ALS_F2,APSC,APSC_S2,ALS_S2,APSC,APSC_F3,ALS_F3,APSC,APSC_S3,ALS_S3,APSC,APSC_F4,ALS_F4,APSC,APSC_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,APSC,01,2008
3399,M,O,White,,BUS,BUS_F1,BIZ_F1,Fall 2004,MKTG,MKTG_S1,BIZ_S1,TA,TA_F2,LAHS_F2,TA,TA_S2,LAHS_S2,TA,TA_F3,LAHS_F3,TA,TA_S3,LAHS_S3,TA,TA_F4,LAHS_F4,TA,TA_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,TA,07,2008
3400,F,O,Hispanics of any race,,CHEM,CHEM_F1,SCI_F1,Fall 2004,CHEM,CHEM_S1,SCI_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3401,F,O,White,,GE,GE_F1,ENG_F1,Fall 2004,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,MINE,MINE_S2,ENG_S2,MINE,MINE_F3,ENG_F3,MINE,MINE_S3,ENG_S3,MINE,MINE_F4,ENG_F4,MINE,MINE_S4,ENG_S4,MINE,MINE_F5,ENG_F5,MINE,MINE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F6,_F6,MINE,05,2009
3402,M,I,Nonresident Alien,,GE,GE_F1,ENG_F1,Fall 2004,GE,GE_S1,ENG_S1,ME,ME_F2,ENG_F2,ME,ME_S2,ENG_S2,,NE_F3,NE_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,ME,05,2008
3403,M,O,Not Reported,,GE,GE_F1,ENG_F1,Fall 2004,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,ME,ME_F5,ENG_F5,ME,ME_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F6,_F6,ME,05,2009
3404,M,O,White,,US,US_F1,IC_F1,Fall 2004,US,US_S1,IC_S1,AHRM,AHRM_F2,LAHS_F2,AHRM,AHRM_S2,LAHS_S2,AHRM,AHRM_F3,LAHS_F3,AHRM,AHRM_S3,LAHS_S3,AHRM,AHRM_F4,LAHS_F4,AHRM,AHRM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,AHRM,07,2008
3405,F,I,Not Reported,,BUS,BUS_F1,BIZ_F1,Fall 2004,BIT,BIT_S1,BIZ_S1,BIT,BIT_F2,BIZ_F2,BIT,BIT_S2,BIZ_S2,ENGL,ENGL_F3,LAHS_F3,ENGL,ENGL_S3,LAHS_S3,ENGL,ENGL_F4,LAHS_F4,ENGL,ENGL_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,ENGL,07,2008
3406,F,I,White,,ARCH,ARCH_F1,AUS_F1,Fall 2004,ARCH,ARCH_S1,AUS_S1,ARCH,ARCH_F2,AUS_F2,ARCH,ARCH_S2,AUS_S2,MGT,MGT_F3,BIZ_F3,MGT,MGT_S3,BIZ_S3,MGT,MGT_F4,BIZ_F4,MGT,MGT_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200806,GRAD_F5,_F5,MGT,03,2008
3407,M,O,Hispanics of any race,,GE,GE_F1,ENG_F1,Fall 2004,GE,GE_S1,ENG_S1,IS,IS_F2,LAHS_F2,IS,IS_S2,LAHS_S2,IS,IS_F3,LAHS_F3,IS,IS_S3,LAHS_S3,IS,IS_F4,LAHS_F4,IS,IS_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,IS,07,2008
3408,M,I,White,,GE,GE_F1,ENG_F1,Fall 2004,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,CE,CE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,CE,CE_F6,ENG_F6,,NE_S6,NE_S6,201007,,,CE,05,2010
3409,F,I,White,,HNFE,HNFE_F1,ALS_F1,Fall 2004,HNFE,HNFE_S1,ALS_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200806,GRAD_F5,_F5,HNFE,01,2008
3410,F,I,White,,BIOL,BIOL_F1,SCI_F1,Fall 2004,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,BIOL,BIOL_F3,SCI_F3,BIOL,BIOL_S3,SCI_S3,BIOL,BIOL_F4,SCI_F4,BIOL,BIOL_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,BIOL,08,2008
3411,M,O,Asian,,GE,GE_F1,ENG_F1,Fall 2004,GE,GE_S1,ENG_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3412,M,I,White,,US,US_F1,IC_F1,Fall 2004,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,HNFE,01,2008
3413,M,O,Nonresident Alien,,US,US_F1,IC_F1,Fall 2004,US,US_S1,IC_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200907,GRAD_F6,_F6,CE,05,2009
3414,F,O,White,,COMM,COMM_F1,LAHS_F1,Fall 2004,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,,NE_S3,NE_S3,COMM,COMM_F4,LAHS_F4,COMM,COMM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,COMM,07,2008
3415,F,O,White,,GE,GE_F1,ENG_F1,Fall 2004,GE,GE_S1,ENG_S1,ISE,ISE_F2,ENG_F2,ISE,ISE_S2,ENG_S2,ISE,ISE_F3,ENG_F3,ISE,ISE_S3,ENG_S3,ISE,ISE_F4,ENG_F4,ISE,ISE_S4,ENG_S4,ISE,ISE_F5,ENG_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200809,GRAD_S5,_S5,ISE,05,2008
3416,F,I,White,,ARCH,ARCH_F1,AUS_F1,Fall 2004,ARCH,ARCH_S1,AUS_S1,ARCH,ARCH_F2,AUS_F2,ARCH,ARCH_S2,AUS_S2,GE,GE_F3,ENG_F3,ISE,ISE_S3,ENG_S3,ISE,ISE_F4,ENG_F4,ISE,ISE_S4,ENG_S4,ISE,ISE_F5,ENG_F5,ISE,ISE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F6,_F6,ISE,05,2009
3417,M,O,Not Reported,,US,US_F1,IC_F1,Fall 2004,US,US_S1,IC_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3418,M,O,White,,FIN,FIN_F1,BIZ_F1,Fall 2004,FIN,FIN_S1,BIZ_S1,FIN,FIN_F2,BIZ_F2,FIN,FIN_S2,BIZ_S2,FIN,FIN_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,FIN,03,2008
3419,F,O,White,,BIOL,BIOL_F1,SCI_F1,Fall 2004,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,BIOL,BIOL_F3,SCI_F3,BIOL,BIOL_S3,SCI_S3,BIOL,BIOL_F4,SCI_F4,BIOL,BIOL_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,BIOL,08,2008
3420,M,O,Not Reported,,US,US_F1,IC_F1,Fall 2004,US,US_S1,IC_S1,US,US_F2,IC_F2,GE,GE_S2,ENG_S2,EE,EE_F3,ENG_F3,EE,EE_S3,ENG_S3,EE,EE_F4,ENG_F4,EE,EE_S4,ENG_S4,EE,EE_F5,ENG_F5,EE,EE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F6,_F6,EE,05,2009
3421,F,I,White,,US,US_F1,IC_F1,Fall 2004,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,,NE_F3,NE_F3,US,US_S3,IC_S3,US,US_F4,IC_F4,US,US_S4,IC_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3422,M,O,White,,US,US_F1,IC_F1,Fall 2004,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,BIOL,BIOL_F3,SCI_F3,BIOL,BIOL_S3,SCI_S3,BIOL,BIOL_F4,SCI_F4,BIOL,BIOL_S4,SCI_S4,BIOL,BIOL_F5,SCI_F5,BIOL,BIOL_S5,SCI_S5,BIOL,BIOL_F6,SCI_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S6,_S6,BIOL,08,2009
3423,F,I,Not Reported,,GE,GE_F1,ENG_F1,Fall 2004,GE,GE_S1,ENG_S1,ME,ME_F2,ENG_F2,ME,ME_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,ME,05,2008
3424,M,I,White,,CHEM,CHEM_F1,SCI_F1,Fall 2004,CHEM,CHEM_S1,SCI_S1,EPP,EPP_F2,AUS_F2,EPP,EPP_S2,AUS_S2,EPP,EPP_F3,AUS_F3,EPP,EPP_S3,AUS_S3,EPP,EPP_F4,AUS_F4,EPP,EPP_S4,AUS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,EPP,02,2008
3425,F,I,White,,US,US_F1,IC_F1,Fall 2004,US,US_S1,IC_S1,ACIS,ACIS_F2,BIZ_F2,ACIS,ACIS_S2,BIZ_S2,ACIS,ACIS_F3,BIZ_F3,ACIS,ACIS_S3,BIZ_S3,ACIS,ACIS_F4,BIZ_F4,ACIS,ACIS_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,ACIS,03,2008
3426,M,O,White,,GE,GE_F1,ENG_F1,Fall 2004,GE,GE_S1,ENG_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3427,M,I,White,,LAR,LAR_F1,AUS_F1,Fall 2004,LAR,LAR_S1,AUS_S1,LAR,LAR_F2,AUS_F2,LAR,LAR_S2,AUS_S2,LAR,LAR_F3,AUS_F3,LAR,LAR_S3,AUS_S3,LAR,LAR_F4,AUS_F4,LAR,LAR_S4,AUS_S4,LAR,LAR_F5,AUS_F5,LAR,LAR_S5,AUS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200906,GRAD_F6,_F6,LAR,02,2009
3428,F,I,White,,BIT,BIT_F1,BIZ_F1,Fall 2004,BIT,BIT_S1,BIZ_S1,BIT,BIT_F2,BIZ_F2,BIT,BIT_S2,BIZ_S2,BIT,BIT_F3,BIZ_F3,BIT,BIT_S3,BIZ_S3,BIT,BIT_F4,BIZ_F4,BIT,BIT_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200807,GRAD_F5,_F5,BIT,03,2008
3429,F,O,White,,PSYC,PSYC_F1,SCI_F1,Fall 2004,,NE_S1,NE_S1,PSYC,PSYC_F2,SCI_F2,PSYC,PSYC_S2,SCI_S2,PSYC,PSYC_F3,SCI_F3,PSYC,PSYC_S3,SCI_S3,PSYC,PSYC_F4,SCI_F4,PSYC,PSYC_S4,SCI_S4,,NE_F5,NE_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200809,GRAD_S5,_S5,PSYC,08,2008
3430,M,O,White,,US,US_F1,IC_F1,Fall 2004,,NE_S1,NE_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3431,M,O,White,,FIN,FIN_F1,BIZ_F1,Fall 2004,FIN,FIN_S1,BIZ_S1,FIN,FIN_F2,BIZ_F2,FIN,FIN_S2,BIZ_S2,FIN,FIN_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,FIN,03,2008
3432,F,I,White,,HNFE,HNFE_F1,ALS_F1,Fall 2004,HNFE,HNFE_S1,ALS_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,HNFE,01,2008
3433,M,I,White,,BIT,BIT_F1,BIZ_F1,Fall 2004,BIT,BIT_S1,BIZ_S1,MGT,MGT_F2,BIZ_F2,MGT,MGT_S2,BIZ_S2,MGT,MGT_F3,BIZ_F3,MGT,MGT_S3,BIZ_S3,MGT,MGT_F4,BIZ_F4,MGT,MGT_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,MGT,03,2008
3434,F,I,White,,COMM,COMM_F1,LAHS_F1,Fall 2004,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,COMM,COMM_S3,LAHS_S3,COMM,COMM_F4,LAHS_F4,COMM,COMM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,COMM,07,2008
3435,M,I,White,,AGRI,AGRI_F1,ALS_F1,Fall 2004,AGRI,AGRI_S1,ALS_S1,CSES,CSES_F2,ALS_F2,CSES,CSES_S2,ALS_S2,CSES,CSES_F3,ALS_F3,CSES,CSES_S3,ALS_S3,CSES,CSES_F4,ALS_F4,CSES,CSES_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,CSES,01,2008
3436,M,I,White,,GE,GE_F1,ENG_F1,Fall 2004,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,GE,GE_F3,ENG_F3,GE,GE_S3,ENG_S3,AHRM,AHRM_F4,LAHS_F4,AHRM,AHRM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200807,GRAD_F5,_F5,AHRM,07,2008
3437,M,O,Hispanics of any race,,CS,CS_F1,ENG_F1,Fall 2004,CS,CS_S1,ENG_S1,CS,CS_F2,ENG_F2,CS,CS_S2,ENG_S2,MATH,MATH_F3,SCI_F3,MATH,MATH_S3,SCI_S3,MATH,MATH_F4,SCI_F4,MATH,MATH_S4,SCI_S4,ECAS,ECAS_F5,SCI_F5,ECAS,ECAS_S5,SCI_S5,,NE_F6,NE_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S6,_S6,ECAS,08,2009
3438,F,I,White,,BIOL,BIOL_F1,SCI_F1,Fall 2004,BIOL,BIOL_S1,SCI_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3439,M,O,Hispanics of any race,,CS,CS_F1,ENG_F1,Fall 2004,CS,CS_S1,ENG_S1,UST,UST_F2,IC_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,COMM,COMM_S3,LAHS_S3,COMM,COMM_F4,LAHS_F4,COMM,COMM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,COMM,07,2008
3440,M,O,Asian,,LAHS,LAHS_F1,LAHS_F1,Fall 2004,BIOL,BIOL_S1,SCI_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3441,F,I,White,,FIN,FIN_F1,BIZ_F1,Fall 2004,FIN,FIN_S1,BIZ_S1,FIN,FIN_F2,BIZ_F2,FIN,FIN_S2,BIZ_S2,FIN,FIN_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,FIN,03,2008
3442,M,I,White,,GE,GE_F1,ENG_F1,Fall 2004,GE,GE_S1,ENG_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3443,F,O,White,,LAR,LAR_F1,AUS_F1,Fall 2004,LAR,LAR_S1,AUS_S1,LAR,LAR_F2,AUS_F2,LAR,LAR_S2,AUS_S2,EPP,EPP_F3,AUS_F3,EPP,EPP_S3,AUS_S3,EPP,EPP_F4,AUS_F4,EPP,EPP_S4,AUS_S4,EPP,EPP_F5,AUS_F5,EPP,EPP_S5,AUS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F6,_F6,EPP,02,2009
3444,F,I,White,,ACIS,ACIS_F1,BIZ_F1,Fall 2004,ACIS,ACIS_S1,BIZ_S1,ACIS,ACIS_F2,BIZ_F2,ACIS,ACIS_S2,BIZ_S2,ACIS,ACIS_F3,BIZ_F3,ACIS,ACIS_S3,BIZ_S3,ACIS,ACIS_F4,BIZ_F4,ACIS,ACIS_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,ACIS,03,2008
3445,F,I,White,,US,US_F1,IC_F1,Fall 2004,US,US_S1,IC_S1,ENGL,ENGL_F2,LAHS_F2,ENGL,ENGL_S2,LAHS_S2,ENGL,ENGL_F3,LAHS_F3,ENGL,ENGL_S3,LAHS_S3,ENGL,ENGL_F4,LAHS_F4,ENGL,ENGL_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,ENGL,07,2008
3446,F,I,White,,PSYC,PSYC_F1,SCI_F1,Fall 2004,PSYC,PSYC_S1,SCI_S1,PSYC,PSYC_F2,SCI_F2,PSYC,PSYC_S2,SCI_S2,PSYC,PSYC_F3,SCI_F3,PSYC,PSYC_S3,SCI_S3,PSYC,PSYC_F4,SCI_F4,PSYC,PSYC_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,PSYC,08,2008
3447,M,I,Black or African American,,US,US_F1,IC_F1,Fall 2004,US,US_S1,IC_S1,GE,GE_F2,ENG_F2,,NE_S2,NE_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,CE,CE_F5,ENG_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200809,GRAD_S5,_S5,CE,05,2008
3448,M,I,White,,BUS,BUS_F1,BIZ_F1,Fall 2004,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,ACIS,ACIS_S2,BIZ_S2,ACIS,ACIS_F3,BIZ_F3,ACIS,ACIS_S3,BIZ_S3,ACIS,ACIS_F4,BIZ_F4,ACIS,ACIS_S4,BIZ_S4,ACIS,ACIS_F5,BIZ_F5,ACIS,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200809,GRAD_S5,_S5,ACIS,03,2008
3449,M,I,White,,AAEC,AAEC_F1,ALS_F1,Fall 2004,AAEC,AAEC_S1,ALS_S1,AAEC,AAEC_F2,ALS_F2,AAEC,AAEC_S2,ALS_S2,AAEC,AAEC_F3,ALS_F3,AAEC,AAEC_S3,ALS_S3,,NE_F4,NE_F4,AAEC,AAEC_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,AAEC,01,2008
3450,M,O,White,,GE,GE_F1,ENG_F1,Fall 2004,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,PSYC,PSYC_F3,SCI_F3,PSYC,PSYC_S3,SCI_S3,PSYC,PSYC_F4,SCI_F4,PSYC,PSYC_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F5,_F5,PSYC,08,2008
