ID,SEXENT,tuition_IO,race_ethn_desc_IPEDS,heg_f1,Major_F1,coll_f1,entering_fall,heg_s1,Major_S1,coll_s1,heg_f2,Major_F2,coll_f2,heg_s2,Major_S2,coll_s2,heg_f3,Major_F3,coll_f3,heg_s3,Major_S3,coll_s3,heg_f4,Major_F4,coll_f4,heg_s4,Major_S4,coll_s4,heg_f5,Major_F5,coll_f5,heg_s5,Major_S5,coll_s5,heg_f6,Major_F6,coll_f6,heg_s6,Major_S6,coll_s6,dgrterm,grad_year,degree_major,degree_college,degree_year
2858,M,I,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,ME,ME_F2,ENG_F2,ME,ME_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,CE,5,2007
2859,F,I,Asian,BIOL,BIOL_F1,SCI_F1,Fall 2002,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,PSYC,PSYC_S2,SCI_S2,PSYC,PSYC_F3,SCI_F3,PSYC,PSYC_S3,SCI_S3,PSYC,PSYC_F4,SCI_F4,PSYC,PSYC_S4,SCI_S4,PSYC,PSYC_F5,SCI_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200709,GRAD_S5,PSYC,8,2007
2860,F,I,White,HD,HD_F1,LAHS_F1,Fall 2002,HD,HD_S1,LAHS_S1,HD,HD_F2,LAHS_F2,HD,HD_S2,LAHS_S2,HD,HD_F3,LAHS_F3,HD,HD_S3,LAHS_S3,HD,HD_F4,LAHS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S4,HD,7,2006
2861,M,I,White,ARCH,ARCH_F1,AUS_F1,Fall 2002,ARCH,ARCH_S1,AUS_S1,ARCH,ARCH_F2,AUS_F2,ARCH,ARCH_S2,AUS_S2,ARCH,ARCH_F3,AUS_F3,ARCH,ARCH_S3,AUS_S3,ARCH,ARCH_F4,AUS_F4,ARCH,ARCH_S4,AUS_S4,ARCH,ARCH_F5,AUS_F5,ARCH,ARCH_S5,AUS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,ARCH,2,2008
2862,M,I,Not Reported,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,MINE,MINE_F2,ENG_F2,MINE,MINE_S2,ENG_S2,MINE,MINE_F3,ENG_F3,MINE,MINE_S3,ENG_S3,MINE,MINE_F4,ENG_F4,MINE,MINE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,MINE,5,2007
2863,M,I,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,MINE,MINE_F2,ENG_F2,MINE,MINE_S2,ENG_S2,MINE,MINE_F3,ENG_F3,MINE,MINE_S3,ENG_S3,MINE,MINE_F4,ENG_F4,MINE,MINE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,MINE,5,2007
2864,M,I,Black or African American,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,ISE,ISE_S2,ENG_S2,,NE_F3,NE_F3,ISE,ISE_S3,ENG_S3,ISE,ISE_F4,ENG_F4,ISE,ISE_S4,ENG_S4,ISE,ISE_F5,ENG_F5,ISE,ISE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,ISE,5,2008
2865,F,I,Black or African American,BUS,BUS_F1,BIZ_F1,Fall 2002,HNFE,HNFE_S1,ALS_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,HNFE,HNFE_F3,ALS_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
2866,M,I,White,BIOC,BIOC_F1,SCI_F1,Fall 2002,BIOC,BIOC_S1,SCI_S1,BIOC,BIOC_F2,SCI_F2,GEOS,GEOS_S2,SCI_S2,GEOS,GEOS_F3,SCI_F3,GEOS,GEOS_S3,SCI_S3,GEOS,GEOS_F4,SCI_F4,GEOS,GEOS_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,GEOS,8,2007
2867,F,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,US,US_F3,IC_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,US,US_S4,IC_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,201109,,TA,7,2011
2868,M,I,Black or African American,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,US,US_F3,IC_F3,MUS,MUS_S3,LAHS_S3,MUS,MUS_F4,LAHS_F4,MUS,MUS_S4,LAHS_S4,MUS,MUS_F5,LAHS_F5,MUS,MUS_S5,LAHS_S5,MUS,MUS_F6,LAHS_F6,,NE_S6,NE_S6,200906,,MUS,7,2009
2869,F,I,White,IS,IS_F1,LAHS_F1,Fall 2002,IS,IS_S1,LAHS_S1,IS,IS_F2,LAHS_F2,IS,IS_S2,LAHS_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,IS,IS_F4,LAHS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S4,IS,7,2006
2870,F,I,White,HD,HD_F1,LAHS_F1,Fall 2002,HD,HD_S1,LAHS_S1,HD,HD_F2,LAHS_F2,HD,HD_S2,LAHS_S2,HD,HD_F3,LAHS_F3,HD,HD_S3,LAHS_S3,HD,HD_F4,LAHS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S4,HD,7,2006
2871,F,I,White,BUS,BUS_F1,BIZ_F1,Fall 2002,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,BUS,BUS_S2,BIZ_S2,FIN,FIN_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,FIN,3,2007
2872,M,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,MKTG,MKTG_F2,BIZ_F2,MKTG,MKTG_S2,BIZ_S2,ACIS,ACIS_F3,BIZ_F3,ACIS,ACIS_S3,BIZ_S3,ACIS,ACIS_F4,BIZ_F4,ACIS,ACIS_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200706,GRAD_F5,ACIS,3,2007
2873,F,I,White,PSYC,PSYC_F1,SCI_F1,Fall 2002,PSYC,PSYC_S1,SCI_S1,PSYC,PSYC_F2,SCI_F2,PSYC,PSYC_S2,SCI_S2,PSYC,PSYC_F3,SCI_F3,PSYC,PSYC_S3,SCI_S3,PSYC,PSYC_F4,SCI_F4,PSYC,PSYC_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,PSYC,8,2007
2874,F,I,White,PSYC,PSYC_F1,SCI_F1,Fall 2002,PSYC,PSYC_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,BIOL,BIOL_F3,SCI_F3,BIOL,BIOL_S3,SCI_S3,BIOL,BIOL_F4,SCI_F4,BIOL,BIOL_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,BIOL,8,2007
2875,M,I,Not Reported,CSES,CSES_F1,ALS_F1,Fall 2002,CSES,CSES_S1,ALS_S1,CSES,CSES_F2,ALS_F2,CSES,CSES_S2,ALS_S2,ECAS,ECAS_F3,SCI_F3,ECAS,ECAS_S3,SCI_S3,ECAS,ECAS_F4,SCI_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S4,ECAS,8,2006
2876,M,I,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,CE,CE_F2,ENG_F2,CE,CE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,CE,5,2007
2877,F,I,Black or African American,PSCI,PSCI_F1,LAHS_F1,Fall 2002,PSCI,PSCI_S1,LAHS_S1,PSCI,PSCI_F2,LAHS_F2,IDST,IDST_S2,LAHS_S2,IDST,IDST_F3,LAHS_F3,IDST,IDST_S3,LAHS_S3,IDST,IDST_F4,LAHS_F4,IDST,IDST_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,IDST,7,2007
2878,F,I,Not Reported,BUS,BUS_F1,BIZ_F1,Fall 2002,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,BUS,BUS_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,PSYC,PSYC_S3,SCI_S3,PSYC,PSYC_F4,SCI_F4,PSYC,PSYC_S4,SCI_S4,PSYC,PSYC_F5,SCI_F5,PSYC,PSYC_S5,SCI_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,PSYC,8,2008
2879,M,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,ACIS,ACIS_F2,BIZ_F2,ACIS,ACIS_S2,BIZ_S2,ACIS,ACIS_F3,BIZ_F3,ACIS,ACIS_S3,BIZ_S3,ACIS,ACIS_F4,BIZ_F4,ACIS,ACIS_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ACIS,3,2007
2880,M,I,Black or African American,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,,NE_F2,NE_F2,US,US_S2,IC_S2,US,US_F3,IC_F3,US,US_S3,IC_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,IDST,IDST_F5,LAHS_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
2881,M,I,White,MGT,MGT_F1,BIZ_F1,Fall 2002,MGT,MGT_S1,BIZ_S1,MGT,MGT_F2,BIZ_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
2882,M,I,White,BUS,BUS_F1,BIZ_F1,Fall 2002,BUS,BUS_S1,BIZ_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
2883,M,I,White,COMM,COMM_F1,LAHS_F1,Fall 2002,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,COMM,COMM_S3,LAHS_S3,COMM,COMM_F4,LAHS_F4,COMM,COMM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,COMM,7,2007
2884,F,I,White,US,US_F1,IC_F1,Fall 2002,PSYC,PSYC_S1,SCI_S1,PSYC,PSYC_F2,SCI_F2,PSYC,PSYC_S2,SCI_S2,PSYC,PSYC_F3,SCI_F3,PSYC,PSYC_S3,SCI_S3,PSYC,PSYC_F4,SCI_F4,PSYC,PSYC_S4,SCI_S4,PSYC,PSYC_F5,SCI_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
2885,M,I,White,PHYS,PHYS_F1,SCI_F1,Fall 2002,PHYS,PHYS_S1,SCI_S1,PHYS,PHYS_F2,SCI_F2,PHYS,PHYS_S2,SCI_S2,PHYS,PHYS_F3,SCI_F3,PHYS,PHYS_S3,SCI_S3,PHYS,PHYS_F4,SCI_F4,PHYS,PHYS_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,PHYS,8,2007
2886,F,I,White,FCSE,FCSE_F1,LAHS_F1,Fall 2002,FCSE,FCSE_S1,LAHS_S1,FCSE,FCSE_F2,LAHS_F2,FCSE,FCSE_S2,LAHS_S2,FCSE,FCSE_F3,LAHS_F3,FCSE,FCSE_S3,LAHS_S3,FCSE,FCSE_F4,LAHS_F4,FCSE,FCSE_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,FCSE,7,2007
2887,M,I,Black or African American,CS,CS_F1,ENG_F1,Fall 2002,CS,CS_S1,ENG_S1,CS,CS_F2,ENG_F2,CS,CS_S2,ENG_S2,BIT,BIT_F3,BIZ_F3,BIT,BIT_S3,BIZ_S3,BIT,BIT_F4,BIZ_F4,BIT,BIT_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200707,GRAD_F5,BIT,3,2007
2888,F,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,,NE_F3,NE_F3,US,US_S3,IC_S3,PSCI,PSCI_F4,LAHS_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
2889,F,I,Hispanics of any race,BUS,BUS_F1,BIZ_F1,Fall 2002,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,BUS,BUS_S2,BIZ_S2,MGT,MGT_F3,BIZ_F3,MGT,MGT_S3,BIZ_S3,MGT,MGT_F4,BIZ_F4,MGT,MGT_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200706,GRAD_F5,MGT,3,2007
2890,M,I,White,BIOL,BIOL_F1,SCI_F1,Fall 2002,HNFE,HNFE_S1,ALS_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,HNFE,1,2007
2891,M,I,Black or African American,CT,CT_F1,LAHS_F1,Fall 2002,CT,CT_S1,LAHS_S1,CT,CT_F2,LAHS_F2,MATH,MATH_S2,SCI_S2,MATH,MATH_F3,SCI_F3,MATH,MATH_S3,SCI_S3,MATH,MATH_F4,SCI_F4,STAT,STAT_S4,SCI_S4,IDST,IDST_F5,LAHS_F5,IDST,IDST_S5,LAHS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,IDST,7,2008
2892,M,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,,NE_S2,NE_S2,US,US_F3,IC_F3,US,US_S3,IC_S3,US,US_F4,IC_F4,US,US_S4,IC_S4,HNFE,HNFE_F5,ALS_F5,HNFE,HNFE_S5,ALS_S5,HNFE,HNFE_F6,ALS_F6,HIST,HIST_S6,LAHS_S6,200906,,HIST,7,2009
2893,F,I,White,BIOL,BIOL_F1,SCI_F1,Fall 2002,BIOL,BIOL_S1,SCI_S1,HD,HD_F2,LAHS_F2,HD,HD_S2,LAHS_S2,,NE_F3,NE_F3,HD,HD_S3,LAHS_S3,HD,HD_F4,LAHS_F4,HD,HD_S4,LAHS_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
2894,M,I,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,AE,AE_F3,ENG_F3,AE,AE_S3,ENG_S3,AE,AE_F4,ENG_F4,AE,AE_S4,ENG_S4,AE,AE_F5,ENG_F5,AE,AE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,AE,5,2008
2895,F,I,Asian,ECON,ECON_F1,BIZ_F1,Fall 2002,,NE_S1,NE_S1,ECON,ECON_F2,BIZ_F2,ECON,ECON_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,MKTG,3,2007
2896,F,I,Black or African American,SPAN,SPAN_F1,LAHS_F1,Fall 2002,SPAN,SPAN_S1,LAHS_S1,SPAN,SPAN_F2,LAHS_F2,SPAN,SPAN_S2,LAHS_S2,SPAN,SPAN_F3,LAHS_F3,SPAN,SPAN_S3,LAHS_S3,SPAN,SPAN_F4,LAHS_F4,SPAN,SPAN_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,SPAN,7,2007
2897,F,I,White,BIOC,BIOC_F1,SCI_F1,Fall 2002,BIOC,BIOC_S1,SCI_S1,ENGL,ENGL_F2,LAHS_F2,ENGL,ENGL_S2,LAHS_S2,ENGL,ENGL_F3,LAHS_F3,ENGL,ENGL_S3,LAHS_S3,ENGL,ENGL_F4,LAHS_F4,ENGL,ENGL_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ENGL,7,2007
2898,F,I,White,COMM,COMM_F1,LAHS_F1,Fall 2002,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,COMM,COMM_S3,LAHS_S3,COMM,COMM_F4,LAHS_F4,COMM,COMM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,COMM,7,2007
2899,M,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,ME,ME_F2,ENG_F2,ME,ME_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,,NE_F4,NE_F4,ME,ME_S4,ENG_S4,ME,ME_F5,ENG_F5,ME,ME_S5,ENG_S5,ME,ME_F6,ENG_F6,ME,ME_S6,ENG_S6,200901,,ME,5,2009
2900,F,I,Not Reported,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,PSYC,PSYC_F3,SCI_F3,PSYC,PSYC_S3,SCI_S3,AHRM,AHRM_F4,LAHS_F4,AHRM,AHRM_S4,LAHS_S4,AHRM,AHRM_F5,LAHS_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200709,GRAD_S5,AHRM,7,2007
2901,M,I,Black or African American,MGT,MGT_F1,BIZ_F1,Fall 2002,MGT,MGT_S1,BIZ_S1,MGT,MGT_F2,BIZ_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
2902,M,I,White,HIST,HIST_F1,LAHS_F1,Fall 2002,HIST,HIST_S1,LAHS_S1,HIST,HIST_F2,LAHS_F2,HIST,HIST_S2,LAHS_S2,HIST,HIST_F3,LAHS_F3,HIST,HIST_S3,LAHS_S3,HIST,HIST_F4,LAHS_F4,HIST,HIST_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,HIST,7,2007
2903,F,I,White,ENGL,ENGL_F1,LAHS_F1,Fall 2002,ENGL,ENGL_S1,LAHS_S1,ENGL,ENGL_F2,LAHS_F2,ENGL,ENGL_S2,LAHS_S2,ENGL,ENGL_F3,LAHS_F3,ENGL,ENGL_S3,LAHS_S3,ENGL,ENGL_F4,LAHS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S4,ENGL,7,2006
2904,F,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,IS,IS_S2,LAHS_S2,IS,IS_F3,LAHS_F3,IS,IS_S3,LAHS_S3,IS,IS_F4,LAHS_F4,IS,IS_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,IS,7,2007
2905,M,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,,NE_F2,NE_F2,US,US_S2,IC_S2,US,US_F3,IC_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,US,US_S5,IC_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
2906,M,I,White,BUS,BUS_F1,BIZ_F1,Fall 2002,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,BUS,BUS_S2,BIZ_S2,FIN,FIN_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,FIN,3,2007
2907,F,I,White,SOC,SOC_F1,LAHS_F1,Fall 2002,SOC,SOC_S1,LAHS_S1,SOC,SOC_F2,LAHS_F2,SOC,SOC_S2,LAHS_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
2908,M,I,White,CS,CS_F1,ENG_F1,Fall 2002,CS,CS_S1,ENG_S1,HIST,HIST_F2,LAHS_F2,HIST,HIST_S2,LAHS_S2,HIST,HIST_F3,LAHS_F3,HIST,HIST_S3,LAHS_S3,HIST,HIST_F4,LAHS_F4,,NE_S4,NE_S4,HIST,HIST_F5,LAHS_F5,HIST,HIST_S5,LAHS_S5,HIST,HIST_F6,LAHS_F6,HIST,HIST_S6,LAHS_S6,200909,,HIST,7,2009
2909,M,I,Not Reported,BIOL,BIOL_F1,SCI_F1,Fall 2002,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,CE,CE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,CE,CE_F5,ENG_F5,CE,CE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,CE,5,2008
2910,M,I,Not Reported,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,MGT,MGT_F2,BIZ_F2,MGT,MGT_S2,BIZ_S2,MGT,MGT_F3,BIZ_F3,MGT,MGT_S3,BIZ_S3,MGT,MGT_F4,BIZ_F4,MGT,MGT_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,MGT,3,2007
2911,M,I,Asian,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,PUA,PUA_F3,AUS_F3,PUA,PUA_S3,AUS_S3,PUA,PUA_F4,AUS_F4,PUA,PUA_S4,AUS_S4,PUA,PUA_F5,AUS_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200709,GRAD_S5,PUA,2,2007
2912,M,I,White,FORS,FORS_F1,NRE_F1,Fall 2002,NRR,NRR_S1,NRE_S1,NRR,NRR_F2,NRE_F2,NRR,NRR_S2,NRE_S2,NRC,NRC_F3,NRE_F3,NRC,NRC_S3,NRE_S3,NRC,NRC_F4,NRE_F4,NRC,NRC_S4,NRE_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,NRC,10,2007
2913,F,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,HIST,HIST_S2,LAHS_S2,HIST,HIST_F3,LAHS_F3,HIST,HIST_S3,LAHS_S3,HIST,HIST_F4,LAHS_F4,HIST,HIST_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,HIST,7,2007
2914,F,I,White,BCHM,BCHM_F1,ALS_F1,Fall 2002,BCHM,BCHM_S1,ALS_S1,BCHM,BCHM_F2,ALS_F2,BCHM,BCHM_S2,ALS_S2,IDST,IDST_F3,LAHS_F3,IDST,IDST_S3,LAHS_S3,IDST,IDST_F4,LAHS_F4,IDST,IDST_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,IDST,7,2007
